"Class","Member","Type","Category","Desc"
"Msvm_VirtualSystemSettingData","UserSnapshotType","UInt16","Property","Indicates the user-defined snapshot type.  Disable: Disable the creation of any snapshot.  ProductionFallbackToTest: Data-consistent snapshot for use in the production environment.Performs a snapshot with application state when the ability to create data consistent snapshot is not available.  ProductionNoFallback: Data-consistent snapshot for use in the production environment.Does not create a snapshot with application state if it is not possible to create a data consistent snapshot.  Test: Snapshot that contains memory and device information for test and development purpose. [枚举值: 2 - Disable; 3 - ProductionFallbackToTest; 4 - ProductionNoFallback; 5 - Test]"
"Msvm_VirtualSystemSettingData","Version","String","Property","The version of the virtual system in a format of ""major.minor"", for example ""2.0"". Windows Server 2008:  The Version property is not supported."
"Msvm_VirtualSystemSettingData","VirtualNumaEnabled","Boolean","Property","Indicates whether virtual non-uniform memory access (NUMA) nodes are projected into the virtual machine. If FALSE, the virtual machine will have a single node. If TRUE, the number of virtual NUMA nodes projected into the virtual machine is determined from the values of the Msvm_ProcessorSettingData.MaxProcessorsPerNumaNode and Msvm_MemorySettingData.MaxMemoryBlocksPerNumaNode properties."
"Msvm_VirtualSystemSettingData","VirtualSystemIdentifier","String","Property","The name of the CIM_ComputerSystem to which this setting data belongs"
"Msvm_VirtualSystemSettingData","VirtualSystemSubType","String","Property","The subtype of the virtual system."
"Msvm_VirtualSystemSettingData","VirtualSystemType","String","Property","[无描述]"
"Msvm_VirtualFcSwitchSettingData","AutomaticRecoveryAction","UInt16","Property","[无描述]"
"Msvm_VirtualFcSwitchSettingData","AutomaticShutdownAction","UInt16","Property","[无描述]"
"Msvm_VirtualFcSwitchSettingData","AutomaticStartupAction","UInt16","Property","[无描述]"
"Msvm_VirtualFcSwitchSettingData","AutomaticStartupActionDelay","DateTime","Property","[无描述]"
"Msvm_VirtualFcSwitchSettingData","AutomaticStartupActionSequenceNumber","UInt16","Property","[无描述]"
"Msvm_VirtualFcSwitchSettingData","Caption","String","Property","[无描述]"
"Msvm_VirtualFcSwitchSettingData","ConfigurationDataRoot","String","Property","[无描述]"
"Msvm_VirtualFcSwitchSettingData","ConfigurationFile","String","Property","[无描述]"
"Msvm_VirtualFcSwitchSettingData","ConfigurationID","String","Property","[无描述]"
"Msvm_VirtualFcSwitchSettingData","CreationTime","DateTime","Property","[无描述]"
"Msvm_VirtualFcSwitchSettingData","Description","String","Property","[无描述]"
"Msvm_VirtualFcSwitchSettingData","ElementName","String","Property","[无描述]"
"Msvm_VirtualFcSwitchSettingData","InstanceID","String","Property","[无描述]"
"Msvm_VirtualFcSwitchSettingData","LogDataRoot","String","Property","[无描述]"
"Msvm_VirtualFcSwitchSettingData","Notes","String","Property","[无描述]"
"Msvm_VirtualFcSwitchSettingData","RecoveryFile","String","Property","[无描述]"
"Msvm_VirtualFcSwitchSettingData","SnapshotDataRoot","String","Property","[无描述]"
"Msvm_VirtualFcSwitchSettingData","SuspendDataRoot","String","Property","[无描述]"
"Msvm_VirtualFcSwitchSettingData","SwapFileDataRoot","String","Property","[无描述]"
"Msvm_VirtualFcSwitchSettingData","VirtualSystemIdentifier","String","Property","[无描述]"
"Msvm_VirtualFcSwitchSettingData","VirtualSystemType","String","Property","[无描述]"
"Msvm_GuestCommunicationServiceSettingData","Caption","String","Property","[无描述]"
"Msvm_GuestCommunicationServiceSettingData","Description","String","Property","[无描述]"
"Msvm_GuestCommunicationServiceSettingData","ElementName","String","Property","[无描述]"
"Msvm_GuestCommunicationServiceSettingData","EnabledStatePolicy","UInt16","Property","EnabledStatePolicy is an integer enumeration that indicates the enabled, disabled or default state of the Msvm_GuestCommunicationServiceSettingData.Enabled (2) indicates that the communication service is set to the enabled state. Disabled (3) indicates that the communication service is set to the disabled state. Deferred (8) indicates that the communication service state depends on DefaultEnabledStatePolicy in Msvm_GuestInterfaceComponentSettingData. [枚举值: 2 - Enabled; 3 - Disabled; 8 - Deferred]"
"Msvm_GuestCommunicationServiceSettingData","InstanceID","String","Property","[无描述]"
"Msvm_GuestCommunicationServiceSettingData","Name","String","Property","GUID of the service."
"CIM_ResourceAllocationSettingData","Address","String","Property","The address of the resource. For example, the MAC address of a Ethernet port."
"CIM_ResourceAllocationSettingData","AddressOnParent","String","Property","Describes the address of this resource in the context of the Parent. The Parent/AddressOnParent properties are used to describe the controller relationship as well the ordering of devices on a controller.For example, if the parent is a PCI Controller, this property would specify the PCI slot of this child device."
"CIM_ResourceAllocationSettingData","AllocationUnits","String","Property","This property specifies the units of allocation used by the Reservation and Limit properties. For example, when ResourceType=Processor, AllocationUnits may be set to hertz*10^6 or percent. When ResourceType=Memory, AllocationUnits may be set to bytes*10^3.  It is expected that profiles constrain the units that apply in context of particular resource types. The value of this property shall be a legal value of the Programmatic Units qualifier as defined in Annex C.1 of DSP0004 V2.5 or later."
"CIM_ResourceAllocationSettingData","AutomaticAllocation","Boolean","Property","This property specifies if the resource will be automatically allocated. For example when set to true, when the consuming virtual computer system is powered on, this resource would be allocated. A value of false indicates the resource must be explicitly allocated. For example, the setting may represent removable media (cdrom, floppy, etc.) where at power on time, the media is not present. An explicit operation is required to allocate the resource."
"CIM_ResourceAllocationSettingData","AutomaticDeallocation","Boolean","Property","This property specifies if the resource will be automatically de-allocated. For example, when set to true, when the consuming virtual computer system is powered off, this resource would be de-allocated. When set to false, the resource will remain allocated and must be explicitly de-allocated."
"CIM_ResourceAllocationSettingData","Caption","String","Property","[无描述]"
"CIM_ResourceAllocationSettingData","Connection","String","Property","The thing to which this resource is connected. For example, a named network or switch port."
"CIM_ResourceAllocationSettingData","ConsumerVisibility","UInt16","Property","Describes the consumers visibility to the allocated resource. A value of ""Passed-Through"" indicates the underlying or host resource is utilized and passed through to the consumer, possibly using partitioning. At least one item shall be present in the HostResource property.  A value of ""Virtualized"" indicates the resource is virtualized and may not map directly to an underlying/host resource. Some implementations may support specific assignment for virtualized resources, in which case the host resource(s) are exposed using the HostResource property.  A value of ""Not represented"" indicates a representation of the resource does not exist within the context of the resource consumer. [枚举值: 0 - Unknown; 2 - Passed-Through; 3 - Virtualized; 4 - Not represented; .. - DMTF reserved; 32767..65535 - Vendor Reserved]"
"CIM_ResourceAllocationSettingData","Description","String","Property","[无描述]"
"CIM_ResourceAllocationSettingData","ElementName","String","Property","[无描述]"
"CIM_ResourceAllocationSettingData","HostResource","String","Property","This property exposes specific assignment of resources. Each non-null value of the HostResource property shall be formated as a URI per RFC3986. If this resource is modeled then a value should be a WBEM URI (DSP0207). If the resource is not modeled then see the appropriate profile.  Profiles may further constrain the type of URI. A NULL value or empty array requests the implementation decide the kind of host resource. If the virtual resource is mapped to more than oneunderlying resource, this property may be left NULL. If NULL, the DeviceAllocatedFromPool or ResourceAllocationFromPool associations may be used to determine the pool of host resources this virtual resource may use. If specific assignment is utilized, all underlying resources used by this virtual resource should be listed.The kind of dependency is specified by the ConsumerVisibility and the MappingBehavior properties. Typically the array contains one item, however multiple host resources may be specified.  A client may set the value(s) to indicate that the requested virtual resource allocation be based on host resources that are identified by element values."
"CIM_ResourceAllocationSettingData","InstanceID","String","Property","[无描述]"
"CIM_ResourceAllocationSettingData","Limit","UInt64","Property","This property specifies the upper bound, or maximum amount of resource that will be granted for this allocation. For example, a system which supports memory paging may support setting the Limit of a Memory allocation below that of the VirtualQuantity, thus forcing paging to occur for this allocation. The value of the Limit property is expressed in the unit specified by the value of the AllocationUnits property."
